0.08928571428571429,0.12592857142857142,0.09935714285714285,0.1075,0.07907142857142857,Dataset 0,Epoch 0
0.07709739147950448,0.12866351092758585,0.09693826165777017,0.09950649612246953,0.1267499244636922,Dataset 1,Epoch 0
0.15806451612903225,0.07150537634408602,0.0956989247311828,0.06397849462365592,0.08333333333333333,Dataset 2,Epoch 0
0.1023918356494974,0.11537871583274535,0.09914000265873138,0.0959699767872299,0.09575523309916045,Dataset 3,Epoch 0
0.09457142857142857,0.12228571428571429,0.0985,0.10085714285714285,0.09335714285714286,Dataset 4,Epoch 0
0.08928571428571429,0.12592857142857142,0.09935714285714285,0.1075,0.07907142857142857,0,0
0.08928571428571429,0.12592857142857142,0.09935714285714285,0.1075,0.07907142857142857,0,0
0.08928571428571429,0.12592857142857142,0.09935714285714285,0.1075,0.07907142857142857,0,0
0.07709739147950448,0.12866351092758585,0.09693826165777017,0.09950649612246953,0.1267499244636922,1,0
0.15806451612903225,0.07150537634408602,0.0956989247311828,0.06397849462365592,0.08333333333333333,2,0
0.1023918356494974,0.11537871583274535,0.09914000265873138,0.0959699767872299,0.09575523309916045,3,0
0.09457142857142857,0.12228571428571429,0.0985,0.10085714285714285,0.09335714285714286,4,0
